Left,Top,Value,Group
mustard-greens,cabbage,4,0
mustard-greens,cantaloupe,0,0
mustard-greens,capers,0,0
mustard-greens,caramel,0,0
mustard-greens,caraway,0,0
mustard-greens,cardamom,0,0
mustard-greens,carrot,4,0
mustard-greens,cashew,4,0
mustard-greens,cauliflower,4,0
mustard-greens,caviar,0,0
mustard-greens,celery,4,0
mustard-greens,chard,16,2
mustard-greens,cheddar,0,0
mustard-greens,cherry,0,0
mustard-greens,chestnut,0,0
mustard-greens,chicken,8,1
mustard-greens,chickpea,4,0
mustard-greens,chile-pepper,0,0
mustard-greens,chili,0,0
mustard-greens,chive,4,0
mustard-greens,chocolate,0,0
mustard-greens,cilantro,0,0
mustard-greens,cinnamon,0,0
mustard-greens,citrus,0,0
mustard-greens,clam,0,0
mustard-greens,clove,0,0
mustard-greens,coconut,0,0
mustard-greens,cod,0,0
mustard-greens,coffee,0,0
mustard-greens,collard-greens,0,0
mustard-greens,cookie,0,0
mustard-greens,coriander,0,0
mustard-greens,corn,0,0
mustard-greens,cornmeal,0,0
mustard-greens,cottage-cheese,0,0
mustard-greens,couscous,4,0
mustard-greens,crab,0,0
mustard-greens,cranberry,0,0
mustard-greens,cranberry-sauce,0,0
mustard-greens,cream-cheese,0,0
mustard-greens,cucumber,0,0
mustard-greens,cumin,0,0
mustard-greens,currant,0,0
mustard-greens,curry,0,0
mustard-greens,date,0,0
mustard-greens,dill,4,0
mustard-greens,duck,0,0
mustard-greens,egg,0,0
mustard-greens,eggplant,0,0
mustard-greens,endive,0,0
mustard-greens,escarole,4,0
mustard-greens,fennel,0,0
mustard-greens,feta,0,0
mustard-greens,fig,0,0
mustard-greens,flat-bread,0,0
mustard-greens,fontina,0,0
mustard-greens,fruit-juice,0,0
mustard-greens,garlic,8,1
mustard-greens,gin,0,0
mustard-greens,ginger,4,0
mustard-greens,goat-cheese,4,0
mustard-greens,goose,0,0
mustard-greens,gouda,0,0
mustard-greens,granola,0,0
mustard-greens,grape,0,0
mustard-greens,grapefruit,0,0
mustard-greens,green-bean,0,0
mustard-greens,green-onion,0,0
mustard-greens,ground-beef,0,0
mustard-greens,ground-lamb,0,0
mustard-greens,guava,0,0
mustard-greens,halibut,0,0
mustard-greens,ham,12,1
mustard-greens,hazelnut,4,0
mustard-greens,herb,0,0
mustard-greens,hominy,0,0
mustard-greens,honey,4,0
mustard-greens,honeydew,0,0
mustard-greens,horseradish,0,0
mustard-greens,hot-pepper,0,0
mustard-greens,hummus,0,0
mustard-greens,jalapeno,0,0
mustard-greens,jam,0,0
mustard-greens,jerusalem-artichoke,0,0
mustard-greens,kale,16,2
mustard-greens,kiwi,0,0
mustard-greens,kumquat,4,0
mustard-greens,lamb,0,0
mustard-greens,lamb-chop,0,0
mustard-greens,lamb-shank,0,0
mustard-greens,leek,0,0
mustard-greens,legume,0,0
mustard-greens,lemon,4,0
mustard-greens,lemon-juice,0,0
mustard-greens,lemongrass,0,0
mustard-greens,lentil,0,0
mustard-greens,lettuce,0,0
mustard-greens,lima-bean,8,1
mustard-greens,lime,0,0
mustard-greens,lime-juice,0,0
mustard-greens,lingonberry,0,0
mustard-greens,lobster,0,0
mustard-greens,lychee,0,0
mustard-greens,macadamia-nut,0,0
mustard-greens,mango,0,0
mustard-greens,maple-syrup,0,0
mustard-greens,margarita,0,0
mustard-greens,marscarpone,0,0
mustard-greens,marshmallow,0,0
mustard-greens,mayonnaise,0,0
mustard-greens,meat,0,0
mustard-greens,melon,0,0
mustard-greens,milk,8,1
mustard-greens,mint,0,0
mustard-greens,mozzarella,0,0
mustard-greens,mushroom,0,0
mustard-greens,mussel,0,0
mustard-greens,mustard,12,1
mustard-greens,mustard-greens,100,10
mustard-greens,nectarine,0,0
mustard-greens,noodle,4,0
mustard-greens,nutmeg,0,0
mustard-greens,oat,4,0
mustard-greens,oatmeal,0,0
mustard-greens,octopus,0,0
mustard-greens,okra,0,0
mustard-greens,olive,0,0
mustard-greens,onion,16,2
mustard-greens,orange,0,0
mustard-greens,orange-juice,0,0
mustard-greens,oregano,0,0
mustard-greens,orzo,0,0
mustard-greens,oyster,0,0
mustard-greens,pancake,0,0
mustard-greens,papaya,0,0
mustard-greens,paprika,0,0
mustard-greens,parmesan,8,1
mustard-greens,parsley,0,0
mustard-greens,parsnip,0,0
mustard-greens,passion-fruit,0,0
mustard-greens,pasta,4,0
mustard-greens,pea,4,0
mustard-greens,peach,0,0
mustard-greens,peanut,0,0
mustard-greens,peanut-butter,0,0
mustard-greens,pear,0,0
mustard-greens,pecan,0,0
mustard-greens,pepper,0,0
mustard-greens,persimmon,0,0
mustard-greens,pickles,0,0
mustard-greens,pine-nut,0,0
mustard-greens,pineapple,0,0
mustard-greens,pistachio,0,0
mustard-greens,plum,0,0
mustard-greens,poblano,0,0
mustard-greens,pomegranate,0,0
mustard-greens,pomegranate-juice,0,0
mustard-greens,pork,12,1
mustard-greens,pork-chop,0,0
mustard-greens,pork-rib,0,0
mustard-greens,pork-tenderloin,0,0
mustard-greens,potato,16,2
mustard-greens,prosciutto,0,0
mustard-greens,prune,0,0
mustard-greens,pumpkin,0,0
mustard-greens,quail,0,0
mustard-greens,quince,0,0
mustard-greens,quinoa,0,0
mustard-greens,rabbit,0,0
mustard-greens,rack-of-lamb,0,0
mustard-greens,radicchio,0,0
mustard-greens,radish,4,0
mustard-greens,raisin,4,0
mustard-greens,raspberry,0,0
mustard-greens,red-wine,0,0
mustard-greens,rhubarb,0,0
mustard-greens,rice,0,0
mustard-greens,ricotta,0,0
mustard-greens,rosemary,0,0
mustard-greens,rum,0,0
mustard-greens,rutabaga,0,0
mustard-greens,rye,0,0
mustard-greens,saffron,0,0
mustard-greens,salmon,8,1
mustard-greens,salsa,0,0
mustard-greens,sangria,0,0
mustard-greens,sardine,0,0
mustard-greens,sausage,0,0
mustard-greens,scallop,0,0
mustard-greens,semolina,0,0
mustard-greens,sesame,0,0
mustard-greens,sesame-oil,0,0
mustard-greens,shallot,8,1
mustard-greens,shellfish,0,0
mustard-greens,shrimp,0,0
mustard-greens,sour-cream,0,0
mustard-greens,soy,0,0
mustard-greens,soy-sauce,0,0
mustard-greens,spinach,12,1
mustard-greens,squid,0,0
mustard-greens,strawberry,0,0
mustard-greens,sweet-potato,4,0
mustard-greens,swiss-cheese,0,0
mustard-greens,swordfish,0,0
mustard-greens,taco,0,0
mustard-greens,tamarind,0,0
mustard-greens,tapioca,0,0
mustard-greens,tarragon,0,0
mustard-greens,tequila,0,0
mustard-greens,thyme,0,0
mustard-greens,tilapia,0,0
mustard-greens,tofu,0,0
mustard-greens,tomatillo,0,0
mustard-greens,tomato,12,1
mustard-greens,tortillas,0,0
mustard-greens,trout,0,0
mustard-greens,tuna,0,0
mustard-greens,turkey,0,0
mustard-greens,turnip,4,0
mustard-greens,vanilla,0,0
mustard-greens,veal,0,0
mustard-greens,venison,0,0
mustard-greens,vinegar,0,0
mustard-greens,vodka,0,0
mustard-greens,walnut,4,0
mustard-greens,wasabi,0,0
mustard-greens,watercress,0,0
mustard-greens,watermelon,0,0
mustard-greens,whiskey,0,0
mustard-greens,white-wine,0,0
mustard-greens,whole-wheat,0,0
mustard-greens,wild-rice,0,0
mustard-greens,yogurt,0,0
mustard-greens,yuca,0,0
mustard-greens,zucchini,0,0
nectarine,almond,12,1
nectarine,anchovy,0,0
nectarine,anise,2,0
nectarine,apple,0,0
nectarine,apple-juice,0,0
nectarine,apricot,4,0
nectarine,artichoke,0,0
nectarine,arugula,0,0
nectarine,asian-pear,0,0
nectarine,asparagus,0,0
nectarine,avocado,0,0
nectarine,bacon,0,0
nectarine,banana,0,0
nectarine,barley,0,0
nectarine,basil,0,0
nectarine,bass,0,0
nectarine,bean,0,0
nectarine,beef,0,0
nectarine,beef-rib,0,0
nectarine,beef-shank,0,0
nectarine,beef-tenderloin,0,0
nectarine,beer,0,0
nectarine,beet,0,0
nectarine,bell-pepper,2,0
nectarine,berry,17,2
nectarine,biscuit,0,0
nectarine,blackberry,17,2
nectarine,blue-cheese,2,0
nectarine,blueberry,14,1
nectarine,bok-choy,0,0
nectarine,bran,0,0
nectarine,brandy,2,0
nectarine,bread,2,0
nectarine,breadcrumbs,0,0
nectarine,brie,0,0
nectarine,brisket,0,0
nectarine,broccoli,0,0
nectarine,broccoli-rabe,0,0
nectarine,brown-rice,0,0
nectarine,brussel-sprout,0,0
nectarine,buffalo,0,0
nectarine,bulgur,0,0
nectarine,butter,0,0
nectarine,buttermilk,0,0
nectarine,butternut-squash,0,0
nectarine,cabbage,0,0
nectarine,cantaloupe,0,0
nectarine,capers,0,0
nectarine,caramel,0,0
nectarine,caraway,0,0
nectarine,cardamom,0,0
nectarine,carrot,0,0
nectarine,cashew,0,0
nectarine,cauliflower,0,0
nectarine,caviar,0,0
nectarine,celery,0,0
nectarine,chard,0,0
nectarine,cheddar,0,0
nectarine,cherry,2,0
nectarine,chestnut,0,0
nectarine,chicken,4,0
nectarine,chickpea,0,0
nectarine,chile-pepper,2,0
nectarine,chili,0,0
nectarine,chive,0,0
nectarine,chocolate,2,0
nectarine,cilantro,0,0
nectarine,cinnamon,7,1
nectarine,citrus,7,1
nectarine,clam,0,0
nectarine,clove,0,0
nectarine,coconut,0,0
nectarine,cod,0,0
nectarine,coffee,0,0
nectarine,collard-greens,0,0
nectarine,cookie,0,0
nectarine,coriander,0,0
nectarine,corn,0,0
nectarine,cornmeal,0,0
nectarine,cottage-cheese,0,0
nectarine,couscous,0,0
nectarine,crab,0,0
nectarine,cranberry,0,0
nectarine,cranberry-sauce,0,0
nectarine,cream-cheese,2,0
nectarine,cucumber,0,0
nectarine,cumin,0,0
nectarine,currant,0,0
nectarine,curry,2,0
nectarine,date,2,0
nectarine,dill,0,0
nectarine,duck,0,0
nectarine,egg,9,1
nectarine,eggplant,0,0
nectarine,endive,0,0
nectarine,escarole,0,0
nectarine,fennel,0,0
nectarine,feta,0,0
nectarine,fig,2,0
nectarine,flat-bread,0,0
nectarine,fontina,0,0
nectarine,fruit-juice,0,0
nectarine,garlic,2,0
nectarine,gin,0,0
nectarine,ginger,19,2
nectarine,goat-cheese,0,0
nectarine,goose,0,0
nectarine,gouda,0,0
nectarine,granola,0,0
nectarine,grape,2,0
nectarine,grapefruit,0,0
nectarine,green-bean,0,0
nectarine,green-onion,0,0
nectarine,ground-beef,0,0
nectarine,ground-lamb,0,0
nectarine,guava,0,0
nectarine,halibut,0,0
nectarine,ham,0,0
nectarine,hazelnut,0,0
nectarine,herb,4,0
nectarine,hominy,0,0
nectarine,honey,2,0
nectarine,honeydew,0,0
nectarine,horseradish,0,0
nectarine,hot-pepper,0,0
nectarine,hummus,0,0
nectarine,jalapeno,2,0
nectarine,jam,4,0
nectarine,jerusalem-artichoke,0,0
nectarine,kale,0,0
nectarine,kiwi,0,0
nectarine,kumquat,0,0
nectarine,lamb,0,0
nectarine,lamb-chop,0,0
nectarine,lamb-shank,0,0
nectarine,leek,0,0
nectarine,legume,0,0
nectarine,lemon,4,0
nectarine,lemon-juice,0,0
nectarine,lemongrass,0,0
nectarine,lentil,0,0
nectarine,lettuce,2,0
nectarine,lima-bean,0,0
nectarine,lime,2,0
nectarine,lime-juice,0,0
nectarine,lingonberry,0,0
nectarine,lobster,0,0
nectarine,lychee,0,0
nectarine,macadamia-nut,0,0
nectarine,mango,0,0
nectarine,maple-syrup,0,0
nectarine,margarita,0,0
nectarine,marscarpone,0,0
nectarine,marshmallow,0,0
nectarine,mayonnaise,2,0
nectarine,meat,0,0
nectarine,melon,2,0
nectarine,milk,7,1
nectarine,mint,0,0
nectarine,mozzarella,0,0
nectarine,mushroom,0,0
nectarine,mussel,0,0
nectarine,mustard,0,0
nectarine,mustard-greens,0,0
nectarine,nectarine,100,10
nectarine,noodle,0,0
nectarine,nutmeg,0,0
nectarine,oat,2,0
nectarine,oatmeal,0,0
nectarine,octopus,0,0
nectarine,okra,0,0
nectarine,olive,0,0
nectarine,onion,0,0
nectarine,orange,2,0
nectarine,orange-juice,2,0
nectarine,oregano,0,0
nectarine,orzo,0,0
nectarine,oyster,0,0
nectarine,pancake,0,0
nectarine,papaya,0,0
nectarine,paprika,0,0
nectarine,parmesan,0,0
nectarine,parsley,0,0
nectarine,parsnip,0,0
nectarine,passion-fruit,0,0
nectarine,pasta,0,0
nectarine,pea,0,0
nectarine,peach,14,1
nectarine,peanut,0,0
nectarine,peanut-butter,0,0
nectarine,pear,0,0
nectarine,pecan,9,1
nectarine,pepper,4,0
nectarine,persimmon,0,0
nectarine,pickles,0,0
nectarine,pine-nut,0,0
nectarine,pineapple,0,0
nectarine,pistachio,0,0
nectarine,plum,14,1
nectarine,poblano,0,0
nectarine,pomegranate,0,0
nectarine,pomegranate-juice,0,0
nectarine,pork,0,0
nectarine,pork-chop,0,0
nectarine,pork-rib,0,0
nectarine,pork-tenderloin,0,0
nectarine,potato,0,0
nectarine,prosciutto,0,0
nectarine,prune,0,0
nectarine,pumpkin,0,0
nectarine,quail,0,0
nectarine,quince,0,0
nectarine,quinoa,0,0
nectarine,rabbit,0,0
nectarine,rack-of-lamb,0,0
nectarine,radicchio,0,0
nectarine,radish,0,0
nectarine,raisin,0,0
nectarine,raspberry,7,1
nectarine,red-wine,4,0
nectarine,rhubarb,0,0
nectarine,rice,0,0
nectarine,ricotta,0,0
nectarine,rosemary,0,0
nectarine,rum,0,0
nectarine,rutabaga,0,0
nectarine,rye,0,0
nectarine,saffron,0,0
nectarine,salmon,0,0
nectarine,salsa,0,0
nectarine,sangria,2,0
nectarine,sardine,0,0
nectarine,sausage,0,0
nectarine,scallop,0,0
nectarine,semolina,0,0
nectarine,sesame,0,0
nectarine,sesame-oil,0,0
nectarine,shallot,0,0
nectarine,shellfish,0,0
nectarine,shrimp,0,0
nectarine,sour-cream,4,0
nectarine,soy,0,0
nectarine,soy-sauce,0,0
nectarine,spinach,0,0
nectarine,squid,0,0
nectarine,strawberry,0,0
nectarine,sweet-potato,0,0
nectarine,swiss-cheese,0,0
nectarine,swordfish,0,0
nectarine,taco,0,0
nectarine,tamarind,0,0
nectarine,tapioca,0,0
nectarine,tarragon,0,0
nectarine,tequila,0,0
nectarine,thyme,0,0
nectarine,tilapia,0,0
nectarine,tofu,0,0
nectarine,tomatillo,0,0
nectarine,tomato,2,0
nectarine,tortillas,0,0
nectarine,trout,0,0
nectarine,tuna,0,0
nectarine,turkey,0,0
nectarine,turnip,0,0
nectarine,vanilla,4,0
nectarine,veal,0,0
nectarine,venison,0,0
nectarine,vinegar,0,0
nectarine,vodka,0,0
nectarine,walnut,0,0
nectarine,wasabi,0,0
nectarine,watercress,2,0
nectarine,watermelon,0,0
nectarine,whiskey,0,0
nectarine,white-wine,4,0
nectarine,whole-wheat,0,0
nectarine,wild-rice,0,0
nectarine,yogurt,0,0
nectarine,yuca,0,0
nectarine,zucchini,0,0
noodle,almond,0,0
noodle,anchovy,0,0
noodle,anise,1,0
noodle,apple,0,0
noodle,apple-juice,0,0
noodle,apricot,0,0
noodle,artichoke,0,0
noodle,arugula,1,0
noodle,asian-pear,0,0
noodle,asparagus,0,0
noodle,avocado,0,0
noodle,bacon,0,0
noodle,banana,0,0
noodle,barley,0,0
noodle,basil,7,1
noodle,bass,0,0
noodle,bean,3,0
noodle,beef,10,1
noodle,beef-rib,0,0
noodle,beef-shank,0,0
noodle,beef-tenderloin,0,0
noodle,beer,0,0
noodle,beet,0,0
noodle,bell-pepper,1,0
noodle,berry,0,0
noodle,biscuit,0,0
noodle,blackberry,0,0
noodle,blue-cheese,0,0
noodle,blueberry,0,0
noodle,bok-choy,3,0
noodle,bran,0,0
noodle,brandy,0,0
noodle,bread,0,0
noodle,breadcrumbs,0,0
noodle,brie,0,0
noodle,brisket,0,0
noodle,broccoli,2,0
noodle,broccoli-rabe,1,0
noodle,brown-rice,0,0
noodle,brussel-sprout,0,0
noodle,buffalo,0,0
noodle,bulgur,0,0
noodle,butter,0,0
noodle,buttermilk,0,0
noodle,butternut-squash,0,0
noodle,cabbage,5,1
noodle,cantaloupe,0,0
noodle,capers,0,0
noodle,caramel,0,0
noodle,caraway,0,0
noodle,cardamom,0,0
noodle,carrot,8,1
noodle,cashew,0,0
noodle,cauliflower,0,0
noodle,caviar,0,0
noodle,celery,1,0
noodle,chard,1,0
noodle,cheddar,0,0
noodle,cherry,0,0
noodle,chestnut,0,0
noodle,chicken,14,1
noodle,chickpea,0,0
noodle,chile-pepper,1,0
noodle,chili,0,0
noodle,chive,0,0
noodle,chocolate,0,0
noodle,cilantro,5,1
noodle,cinnamon,0,0
noodle,citrus,1,0
noodle,clam,4,0
noodle,clove,1,0
noodle,coconut,1,0
noodle,cod,0,0
noodle,coffee,0,0
noodle,collard-greens,0,0
noodle,cookie,0,0
noodle,coriander,0,0
noodle,corn,0,0
noodle,cornmeal,0,0
noodle,cottage-cheese,0,0
noodle,couscous,0,0
noodle,crab,0,0
noodle,cranberry,0,0
noodle,cranberry-sauce,0,0
noodle,cream-cheese,0,0
noodle,cucumber,1,0
noodle,cumin,0,0
noodle,currant,0,0
noodle,curry,5,1
noodle,date,0,0
noodle,dill,2,0
noodle,duck,3,0
noodle,egg,4,0
noodle,eggplant,1,0
noodle,endive,0,0
noodle,escarole,0,0
noodle,fennel,0,0
noodle,feta,0,0
noodle,fig,0,0
noodle,flat-bread,0,0
noodle,fontina,0,0
noodle,fruit-juice,0,0
noodle,garlic,7,1
noodle,gin,0,0
noodle,ginger,16,2
noodle,goat-cheese,1,0
noodle,goose,0,0
noodle,gouda,0,0
noodle,granola,0,0
noodle,grape,0,0
noodle,grapefruit,0,0
noodle,green-bean,1,0
noodle,green-onion,7,1
noodle,ground-beef,0,0
noodle,ground-lamb,0,0
noodle,guava,0,0
noodle,halibut,0,0
noodle,ham,0,0
noodle,hazelnut,0,0
noodle,herb,13,1
noodle,hominy,0,0
noodle,honey,0,0
noodle,honeydew,0,0
noodle,horseradish,0,0
noodle,hot-pepper,1,0
noodle,hummus,0,0
noodle,jalapeno,0,0
noodle,jam,0,0
noodle,jerusalem-artichoke,0,0
noodle,kale,1,0
noodle,kiwi,0,0
noodle,kumquat,0,0
noodle,lamb,0,0
noodle,lamb-chop,0,0
noodle,lamb-shank,0,0
noodle,leek,0,0
noodle,legume,0,0
noodle,lemon,3,0
noodle,lemon-juice,0,0
noodle,lemongrass,1,0
noodle,lentil,0,0
noodle,lettuce,0,0
noodle,lima-bean,0,0
noodle,lime,2,0
noodle,lime-juice,0,0
noodle,lingonberry,0,0
noodle,lobster,0,0
noodle,lychee,0,0
noodle,macadamia-nut,0,0
noodle,mango,1,0
noodle,maple-syrup,0,0
noodle,margarita,0,0
noodle,marscarpone,0,0
noodle,marshmallow,0,0
noodle,mayonnaise,0,0
noodle,meat,6,1
noodle,melon,0,0
noodle,milk,2,0
noodle,mint,2,0
noodle,mozzarella,0,0
noodle,mushroom,18,2
noodle,mussel,1,0
noodle,mustard,0,0
noodle,mustard-greens,0,0
noodle,nectarine,0,0
noodle,noodle,100,10
noodle,nutmeg,0,0
noodle,oat,0,0
noodle,oatmeal,0,0
noodle,octopus,0,0
noodle,okra,0,0
noodle,olive,2,0
noodle,onion,12,1
noodle,orange,0,0
noodle,orange-juice,0,0
noodle,oregano,0,0
noodle,orzo,0,0
noodle,oyster,0,0
noodle,pancake,0,0
noodle,papaya,0,0
noodle,paprika,0,0
noodle,parmesan,6,1
noodle,parsley,2,0
noodle,parsnip,0,0
noodle,passion-fruit,0,0
noodle,pasta,43,4
noodle,pea,5,1
noodle,peach,0,0
noodle,peanut,5,1
noodle,peanut-butter,0,0
noodle,pear,0,0
noodle,pecan,0,0
noodle,pepper,4,0
noodle,persimmon,0,0
noodle,pickles,0,0
noodle,pine-nut,2,0
noodle,pineapple,0,0
noodle,pistachio,0,0
noodle,plum,0,0
noodle,poblano,0,0
noodle,pomegranate,0,0
noodle,pomegranate-juice,0,0
noodle,pork,5,1
noodle,pork-chop,1,0
noodle,pork-rib,0,0
noodle,pork-tenderloin,0,0
noodle,potato,0,0
noodle,prosciutto,0,0
noodle,prune,0,0
noodle,pumpkin,0,0
noodle,quail,0,0
noodle,quince,0,0
noodle,quinoa,0,0
noodle,rabbit,0,0
noodle,rack-of-lamb,0,0
noodle,radicchio,0,0
noodle,radish,1,0
noodle,raisin,0,0
noodle,raspberry,0,0
noodle,red-wine,0,0
noodle,rhubarb,0,0
noodle,rice,2,0
noodle,ricotta,0,0
noodle,rosemary,0,0
noodle,rum,0,0
noodle,rutabaga,0,0
noodle,rye,0,0
noodle,saffron,0,0
noodle,salmon,1,0
noodle,salsa,0,0
noodle,sangria,0,0
noodle,sardine,0,0
noodle,sausage,1,0
noodle,scallop,0,0
noodle,semolina,0,0
noodle,sesame,2,0
noodle,sesame-oil,1,0
noodle,shallot,0,0
noodle,shellfish,5,1
noodle,shrimp,8,1
noodle,sour-cream,0,0
noodle,soy,3,0
noodle,soy-sauce,10,1
noodle,spinach,3,0
noodle,squid,1,0
noodle,strawberry,0,0
noodle,sweet-potato,0,0
noodle,swiss-cheese,0,0
noodle,swordfish,0,0
noodle,taco,0,0
noodle,tamarind,0,0
noodle,tapioca,0,0
noodle,tarragon,0,0
noodle,tequila,0,0
noodle,thyme,0,0
noodle,tilapia,0,0
noodle,tofu,4,0
noodle,tomatillo,0,0
noodle,tomato,13,1
noodle,tortillas,0,0
noodle,trout,0,0
noodle,tuna,3,0
noodle,turkey,0,0
noodle,turnip,0,0
noodle,vanilla,0,0
noodle,veal,0,0
noodle,venison,0,0
noodle,vinegar,1,0
noodle,vodka,1,0
noodle,walnut,0,0
noodle,wasabi,0,0
noodle,watercress,0,0
noodle,watermelon,0,0
noodle,whiskey,0,0
noodle,white-wine,0,0
noodle,whole-wheat,0,0
noodle,wild-rice,0,0
noodle,yogurt,0,0
noodle,yuca,0,0
noodle,zucchini,7,1
nutmeg,almond,4,0
nutmeg,anchovy,0,0
nutmeg,anise,1,0
nutmeg,apple,11,1
nutmeg,apple-juice,0,0
nutmeg,apricot,1,0
nutmeg,artichoke,0,0
nutmeg,arugula,0,0
nutmeg,asian-pear,0,0
nutmeg,asparagus,0,0
nutmeg,avocado,0,0
nutmeg,bacon,0,0
nutmeg,banana,0,0
nutmeg,barley,0,0
nutmeg,basil,0,0
nutmeg,bass,0,0
nutmeg,bean,0,0
nutmeg,beef,2,0
nutmeg,beef-rib,0,0
nutmeg,beef-shank,0,0
nutmeg,beef-tenderloin,0,0
nutmeg,beer,1,0
nutmeg,beet,0,0
nutmeg,bell-pepper,0,0
nutmeg,berry,1,0
nutmeg,biscuit,0,0
nutmeg,blackberry,0,0
nutmeg,blue-cheese,0,0
nutmeg,blueberry,0,0
nutmeg,bok-choy,0,0
nutmeg,bran,0,0
nutmeg,brandy,1,0
nutmeg,bread,2,0
nutmeg,breadcrumbs,0,0
nutmeg,brie,0,0
nutmeg,brisket,0,0
nutmeg,broccoli,1,0
nutmeg,broccoli-rabe,0,0
nutmeg,brown-rice,2,0
nutmeg,brussel-sprout,0,0
nutmeg,buffalo,0,0
nutmeg,bulgur,0,0
nutmeg,butter,1,0
nutmeg,buttermilk,1,0
nutmeg,butternut-squash,2,0
nutmeg,cabbage,0,0
nutmeg,cantaloupe,0,0
nutmeg,capers,0,0
nutmeg,caramel,0,0
nutmeg,caraway,0,0
nutmeg,cardamom,2,0
nutmeg,carrot,0,0
nutmeg,cashew,0,0
nutmeg,cauliflower,0,0
nutmeg,caviar,0,0
nutmeg,celery,0,0
nutmeg,chard,0,0
nutmeg,cheddar,1,0
nutmeg,cherry,2,0
nutmeg,chestnut,1,0
nutmeg,chicken,1,0
nutmeg,chickpea,0,0
nutmeg,chile-pepper,0,0
nutmeg,chili,0,0
nutmeg,chive,1,0
nutmeg,chocolate,2,0
nutmeg,cilantro,0,0
nutmeg,cinnamon,44,4
nutmeg,citrus,1,0
nutmeg,clam,0,0
nutmeg,clove,31,3
nutmeg,coconut,0,0
nutmeg,cod,0,0
nutmeg,coffee,0,0
nutmeg,collard-greens,0,0
nutmeg,cookie,1,0
nutmeg,coriander,2,0
nutmeg,corn,1,0
nutmeg,cornmeal,1,0
nutmeg,cottage-cheese,0,0
nutmeg,couscous,0,0
nutmeg,crab,0,0
nutmeg,cranberry,1,0
nutmeg,cranberry-sauce,0,0
nutmeg,cream-cheese,1,0
nutmeg,cucumber,0,0
nutmeg,cumin,0,0
nutmeg,currant,1,0
nutmeg,curry,0,0
nutmeg,date,1,0
nutmeg,dill,0,0
nutmeg,duck,0,0
nutmeg,egg,16,2
nutmeg,eggplant,0,0
nutmeg,endive,0,0
nutmeg,escarole,0,0
nutmeg,fennel,0,0
nutmeg,feta,0,0
nutmeg,fig,1,0
nutmeg,flat-bread,0,0
nutmeg,fontina,1,0
nutmeg,fruit-juice,4,0
nutmeg,garlic,5,1
nutmeg,gin,0,0
nutmeg,ginger,23,2
nutmeg,goat-cheese,0,0
nutmeg,goose,0,0
nutmeg,gouda,0,0
nutmeg,granola,0,0
nutmeg,grape,0,0
nutmeg,grapefruit,0,0
nutmeg,green-bean,0,0
nutmeg,green-onion,0,0
nutmeg,ground-beef,0,0
nutmeg,ground-lamb,0,0
nutmeg,guava,0,0
nutmeg,halibut,0,0
nutmeg,ham,1,0
nutmeg,hazelnut,2,0
nutmeg,herb,2,0
nutmeg,hominy,0,0
nutmeg,honey,7,1
nutmeg,honeydew,0,0
nutmeg,horseradish,0,0
nutmeg,hot-pepper,0,0
nutmeg,hummus,0,0
nutmeg,jalapeno,0,0
nutmeg,jam,0,0
nutmeg,jerusalem-artichoke,0,0
nutmeg,kale,0,0
nutmeg,kiwi,0,0
nutmeg,kumquat,0,0
nutmeg,lamb,0,0
nutmeg,lamb-chop,0,0
nutmeg,lamb-shank,1,0
nutmeg,leek,0,0
nutmeg,legume,0,0
nutmeg,lemon,5,1
nutmeg,lemon-juice,0,0
nutmeg,lemongrass,0,0
nutmeg,lentil,0,0
nutmeg,lettuce,0,0
nutmeg,lima-bean,0,0
nutmeg,lime,0,0
nutmeg,lime-juice,0,0
nutmeg,lingonberry,0,0
nutmeg,lobster,0,0
nutmeg,lychee,0,0
nutmeg,macadamia-nut,0,0
nutmeg,mango,1,0
nutmeg,maple-syrup,2,0
nutmeg,margarita,0,0
nutmeg,marscarpone,0,0
nutmeg,marshmallow,0,0
nutmeg,mayonnaise,0,0
nutmeg,meat,1,0
nutmeg,melon,0,0
nutmeg,milk,35,4
nutmeg,mint,0,0
nutmeg,mozzarella,0,0
nutmeg,mushroom,0,0
nutmeg,mussel,0,0
nutmeg,mustard,0,0
nutmeg,mustard-greens,0,0
nutmeg,nectarine,0,0
nutmeg,noodle,1,0
nutmeg,nutmeg,100,10
nutmeg,oat,0,0
nutmeg,oatmeal,0,0
nutmeg,octopus,0,0
nutmeg,okra,0,0
nutmeg,olive,0,0
nutmeg,onion,2,0
nutmeg,orange,2,0
nutmeg,orange-juice,0,0
nutmeg,oregano,0,0
nutmeg,orzo,0,0
nutmeg,oyster,0,0
nutmeg,pancake,0,0
nutmeg,papaya,0,0
nutmeg,paprika,0,0
nutmeg,parmesan,2,0
nutmeg,parsley,1,0
nutmeg,parsnip,1,0
nutmeg,passion-fruit,0,0
nutmeg,pasta,0,0
nutmeg,pea,0,0
nutmeg,peach,0,0
nutmeg,peanut,0,0
nutmeg,peanut-butter,0,0
nutmeg,pear,2,0
nutmeg,pecan,5,1
nutmeg,pepper,1,0
nutmeg,persimmon,0,0
nutmeg,pickles,0,0
nutmeg,pine-nut,0,0
nutmeg,pineapple,0,0
nutmeg,pistachio,1,0
nutmeg,plum,1,0
nutmeg,poblano,0,0
nutmeg,pomegranate,0,0
nutmeg,pomegranate-juice,0,0
nutmeg,pork,2,0
